,city,street,number
26661, д. Терептино,,
26662, д. Загоска,,
26663, д. Кахново,,
26664, д. Лобово,,
26665, д. Вяз,,
26666, д. Боровичи,,
26667, д. Васильево,,
26668, д. Залесье,,
26669, д. Заклинье,,
26670,д. Паниковичи, ул. Москвина,17
26671, д. Балагачево, ул. Мира,13
26672, д. Дубровно,,
26673, д. Талиновка, ул. Ветеранов,10 стр. 1 пом.1
26674, д. Марково,,
26675, д. Щиглицы, ул. Белоцерковная,1
26676, д. Турово,,
26677, д. Печки,,
26678, д. Луговка,,
26679, с. Териберка, ул. Пионерская,7а
26680, д. Малая Губа, ул. Молодежная,1
26681, д. Гавры,,
26682, д. Ладыгино,,
26683, д. Моньшино,,
26684, д. Быстрецово,,
26685, д. Подкрестье,,
26686, д. Гультяи,,
26687, д. Ольгино Поле,,
26688, п. Леппяниэми,,
26689, д. Борок,,
26690, д. Киршино,,
26691, д. Дубровно,,
26692, д. Гора,,
26693, д. Готовино,,
26694, д. Чурилово,,
26695, д. Авдеево, 93А,93А
26696, д. Щукино,,
26697, с. Сумский Посад,,
26698, д. Зайцево,,
26699, с. Реболы, ул. Моккиева,1
26700,  Чубровка, 102,102
26701, д. Ладыгино,,
26702, д. Ротово,,
26703, д. Гультяи,,
26704, д. Усть-Река,,
26705, д. Авдеево,,
26706, д. Подборовье-2,,2
26707, х. Перещепное, ул. Садовая,17 дробь 2
26708, д. Криуха,,
26709, д. Лопатово,,
26710, д. Макарино,,
26711, д. Шалахово,,
26712, д. Копылок,,
26713, д. Неелово,,
26714, д. Береза,,
26715, д. Сергейцево,,
26716, д. Карбышево, ул. Центральная,27
26717, д. Теребище,,
26718, д. Похвальщина,,
26719, д. Крылово,,
26720, с. Большая Добринка, ул. Больничная,4 дробь 1
26721, д. Ларино, ул. Обская,41
26722, д. Вербилово,,
26723, д. Остров имени Белова,,
26724, д. Махновка,,
26725, с. Лебедь-Сергеевка, ул. Лебедь-Сергеевка,3 А
26726, д. Рубилово,,
26727, с. Еленовка, ул. Центральная,16 А
26728, с. Богословка, ул. Гагарина,48
26729, с. Коларово, ул. Советская,37-2
26730, д. Подклинье,,
26731, г. Муром, у. Тимирязева,2
26732, с. Красный Лиман 2-й, ул. Партизанская,2-й
26733, п. Заречный, 12а,12а
26734, д. Блажи,,
26735, д. Соино,,
26736, д. Красные Пруды,,
26737, д. Вокнаволок, ул. Пертунена,11а
26738, п. Пяльма, Школьная улица,
26739, д. Назимово,,
26740, г. Петрозаводск, ул. Сулажгорский кирпичный завод,21
26741, д. Забелье,,
26742, Деревня Зеленцино, д. Зеленцино,
26743, п. Аршань-Зельмень,,
26744, д. Новлянка ул. Совхозная, д. Новлянка ул. Совхозная,9
26745, Деревня Лобково, без улицы,
26746, с.Богана, ул.Советская,267-Б
26747, д. Лаврово, ул. Центральная,25
26748, п. Красное Пламя, ул. Центральная,
26749, с. Чажемто, ул. Ленина,24
26750, с. Моряковский Затон, ул. Советская,29
26751, Деревня Панфилово, без улицы,
26752, д. Никольское,,
26753, Деревня Новоселка, д. Новоселка,97Б
26754, с. Усть-Бакчар, ул. Центральная,17
26755, Деревня Костино, без улицы,
26756, д. Аксеново,,
26757, Деревня Новожилово, д. Новожилово,
26758, д. Лосево,,
26759, д. Шипулино,,
26760, д. Островцы,,
26761, д. Полна,,
26762, с. Илькино, Центральная улица,
26763, Деревня Обашево, д. Обашево,
26764, д. Спицино,,
26765, д. Капустино,,
26766, д. Кортеньки,,
26767, п. Александрово, ул. Новая,1
26768, Деревня Иваново, без улицы,
26769, д. Полично,,
26770, д. Букрово-1, ул. Евдокимовская,1
26771, д. Емилово,,
26772, д. Северики,,
26773, д. Самолва,,
26774, с. Калгалакша, ул. Советская,
26775, д. Первомайская,,
26776, Деревня Рудильницы, д. Рудильницы,2А
26777, д. Рыкайлово,,
26778, д. Троица,,
26779, д. Сутоки,,
26780, д. Стеревнево,,
26781, д. Трутнево,,
26782, с. Криничное, ул. Центральная,14 А
26783, Село Семьинское, без улицы,
26784, п. Заречный,,
26785,д. Первомайская,,
26786, д. Успенье,,
26787, д. Нощино, 11,11
26788, д. Хотовань,,
26789, д. Лопатово,,
26790, д. Поляне,,
26791, д. Колюбаки,,
26792, с. Черкутино,,
26793, д. Космозеро,,
26794, д. Артемово,,
26795, д. Ратьково,,
26796, д. Зародище,,
26797, п. Черпесса,,
26798, д. Новгородка,,
26799, д. Чурилово,,
26800, д. Партизанская, ул. Строителей,17
26801, д. Гоголево,,
26802, ст. Падозеро,,
26803, д. Тупицино,,
26804, д. Тарасы,,
26805, д. Глазуново,,
26806, д. Руново,,
26807, д. Лаптево,,
26808, д. Отрадное,,
26809,д. Трутнево,,
26810, д. Вяз,,
26811, д. Гвоздно,,
26812, д. Жигари,,
26813, д. Язно,,
26814, д. Удвяты,,
26815, с. Каменно-Верховка, ул. Мира,15 А
26816,д. Тупицино,,
26817, д. Осыно,,
26818, д. Маево,,
26819, п. Хар-Булук, ул. О. Кошевого,6
26820, д. Вяз,,
26821, п. Чернореченский,,
26822, п. Тульский, ул. Гагарина,101
26823, с. Нижняя Катуховка, ул. Ленина,138
26824, д. Чудская Рудница,,
26825, п. Новотроицкий, ул. Центральная,1 А
26826, д. Чернея, ул. Новая,1
26827,д. Плесна,,
26828, д. Свиново,,
26829, д. Потеплино,,
26830, д. Березовец,,
26831, д. Перевоз,,
